transaction_id,customer_id,timestamp,origin_country,destination_country,amount,currency,merchant
TXN004001,CUST1188,2025-04-21 13:35:46,BB,HN,11599.31,USD,"Moore, Nelson and Chung"
TXN004002,CUST4916,2025-08-29 20:07:35,CO,AU,5030.72,USD,Johnson-Hawkins
TXN004003,CUST5274,2025-03-05 21:23:39,GH,MR,7539.01,USD,Jones Inc
TXN004004,CUST9529,2025-01-01 21:59:05,BY,RS,10587.25,USD,"Ortega, Guerrero and Kemp"
TXN004005,CUST4612,2025-06-05 22:09:01,KE,VE,8845.79,USD,Smith LLC
TXN004006,CUST3695,2025-03-14 12:28:02,AD,GY,10156.29,USD,Dean PLC
TXN004007,CUST5204,2025-06-22 09:43:00,KG,MD,4344.39,USD,Bean-Flores
TXN004008,CUST9392,2025-07-20 04:56:36,KG,AR,14184.74,USD,Williams Group
TXN004009,CUST5709,2025-04-04 07:50:46,NI,YE,9571.93,USD,Lewis and Sons
TXN004010,CUST5710,2025-09-01 06:34:55,ME,EE,10290.98,USD,Mcguire-Browning
TXN004011,CUST1135,2025-04-25 18:06:36,PK,PL,9789.66,USD,Miller Group
TXN004012,CUST1660,2025-02-05 04:51:14,TT,GQ,19645.01,USD,White Group
TXN004013,CUST1398,2025-01-13 14:11:17,CA,GA,11864.26,USD,Butler-Morrow
TXN004014,CUST5337,2025-03-15 02:57:21,TJ,LS,7547.52,USD,"Martinez, Barr and Thomas"
TXN004015,CUST3880,2025-07-21 06:08:24,LT,GM,12862.97,USD,"Ramsey, Dunlap and Hicks"
TXN004016,CUST4511,2025-01-18 08:30:37,CG,BI,19057.44,USD,"Flowers, Cardenas and Torres"
TXN004017,CUST2963,2025-03-26 18:16:56,VC,CF,11029.14,USD,"Torres, Ashley and Johnson"
TXN004018,CUST3223,2025-03-06 15:17:02,AU,ZA,17500.26,USD,Pena-Barrett
TXN004019,CUST4194,2025-04-16 03:51:04,PW,MN,13172.98,USD,Hines Inc
TXN004020,CUST2963,2025-04-08 18:48:35,BB,AG,17032.09,USD,"Lopez, Lee and Randall"
TXN004021,CUST2465,2025-03-14 03:44:50,PH,NI,16970.51,USD,Brown Group
TXN004022,CUST9937,2025-05-29 17:22:20,MU,TW,18830.05,USD,Berry-Jackson
TXN004023,CUST1929,2025-08-30 04:17:53,PW,TL,14984.37,USD,Holmes-Gibbs
TXN004024,CUST5061,2025-09-10 11:38:19,LK,GT,18480.0,USD,Smith and Sons
TXN004025,CUST1175,2025-09-04 04:10:51,SI,NZ,19427.51,USD,Smith LLC
TXN004026,CUST9242,2025-01-19 07:37:44,KE,DK,413.23,USD,"Chapman, Mccormick and Ross"
TXN004027,CUST1520,2025-01-24 21:47:15,CY,UA,5704.27,USD,"Hall, Price and Holmes"
TXN004028,CUST9919,2025-06-27 18:37:26,CM,CF,2708.72,USD,"Martinez, Spencer and Blake"
TXN004029,CUST3393,2025-01-25 10:13:18,CO,ET,8076.4,USD,Fisher-Butler
TXN004030,CUST5690,2025-04-15 06:54:24,CM,BE,16094.26,USD,Perry-Christensen
TXN004031,CUST7358,2025-06-21 15:52:44,DO,ST,3797.51,USD,Bryant PLC
TXN004032,CUST4704,2025-03-30 01:02:18,UZ,NO,18014.63,USD,Kelly-Brown
TXN004033,CUST9305,2025-08-31 17:09:21,CD,LK,4067.88,USD,Garcia Inc
TXN004034,CUST9001,2025-02-23 21:29:39,PY,CI,16671.54,USD,Young and Sons
TXN004035,CUST8744,2025-04-15 12:44:23,UA,KZ,11093.08,USD,Smith Ltd
TXN004036,CUST4837,2025-04-11 20:26:16,VN,SC,12832.2,USD,Kim PLC
TXN004037,CUST4304,2025-08-09 09:23:21,SI,FJ,8521.39,USD,Mathis and Sons
TXN004038,CUST4051,2025-01-28 21:46:17,MA,PY,16548.8,USD,Montes LLC
TXN004039,CUST3555,2025-01-08 19:02:09,TJ,MK,11198.88,USD,"Parker, Austin and Chapman"
TXN004040,CUST9539,2025-08-21 06:57:38,SV,BZ,13701.93,USD,"Heath, Clark and Hall"
TXN004041,CUST9509,2025-01-05 09:59:06,SY,CF,18731.55,USD,"Chapman, Alvarez and Hardy"
TXN004042,CUST2790,2025-01-19 06:53:27,PA,IN,6167.77,USD,"Clark, Ramirez and Hartman"
TXN004043,CUST9187,2025-05-08 14:46:44,FJ,TV,7772.35,USD,Johnson-Lawson
TXN004044,CUST7150,2025-04-01 21:57:50,SO,PS,10583.95,USD,"Vargas, Hayes and Myers"
TXN004045,CUST9596,2025-03-17 10:33:28,SL,LC,9036.49,USD,"Anderson, Mendoza and Price"
TXN004046,CUST7715,2025-06-15 00:02:18,GN,AO,19020.23,USD,Parker-Pace
TXN004047,CUST8056,2025-09-10 02:23:36,GH,CF,12861.39,USD,Gibson-Brown
TXN004048,CUST5734,2025-08-03 05:42:57,DZ,TW,14863.76,USD,"Perez, Harris and Hernandez"
TXN004049,CUST5018,2025-05-22 13:36:26,PT,FJ,8443.96,USD,"Mckay, Rogers and Castaneda"
TXN004050,CUST9802,2025-08-10 10:48:01,PY,BZ,8425.3,USD,"Love, Guzman and Livingston"
TXN004051,CUST9115,2025-06-24 13:09:53,MM,DO,18827.65,USD,Jackson-Campbell
TXN004052,CUST7461,2025-05-28 09:47:28,NO,BJ,960.41,USD,Whitehead-Long
TXN004053,CUST8914,2025-07-15 22:03:54,AT,NI,1630.92,USD,Collins-Graves
TXN004054,CUST1824,2025-03-06 14:43:08,QA,BS,4475.67,USD,Hardy Group
TXN004055,CUST1682,2025-05-14 04:34:03,PH,SI,6550.93,USD,White Inc
