transaction_id,customer_id,timestamp,origin_country,destination_country,amount,currency,merchant
TXN006001,CUST3538,2025-08-17 01:21:21,BB,QA,6949.81,USD,Wheeler-Taylor
TXN006002,CUST9880,2025-01-07 20:43:01,LY,AR,9796.17,USD,"Jones, Mcpherson and Shaw"
TXN006003,CUST3844,2025-02-19 18:07:10,RW,ST,3952.99,USD,Cervantes-Middleton
TXN006004,CUST8563,2025-07-05 21:50:10,TJ,PS,371.91,USD,Martinez Ltd
TXN006005,CUST6928,2025-07-01 19:25:53,GY,PL,2644.38,USD,"Holland, Hernandez and Chavez"
TXN006006,CUST7357,2025-02-20 18:22:47,JM,TL,12168.79,USD,Bruce Inc
TXN006007,CUST3253,2025-07-15 20:31:13,TO,GW,7833.3,USD,"Kane, Weiss and Jimenez"
TXN006008,CUST2005,2025-06-26 18:04:48,NP,KZ,18410.7,USD,Lee-Nguyen
TXN006009,CUST8708,2025-03-26 19:46:55,AG,DE,14214.61,USD,Richardson-Collins
TXN006010,CUST6442,2025-05-07 03:58:38,HT,IN,237.79,USD,Hudson-Williamson
TXN006011,CUST8575,2025-07-01 21:43:39,MD,LY,16041.02,USD,Harmon and Sons
TXN006012,CUST1921,2025-08-23 18:30:52,GY,MY,13805.83,USD,"Kim, Rodriguez and Diaz"
TXN006013,CUST9539,2025-08-03 03:50:15,SA,AF,6204.3,USD,Wells Group
TXN006014,CUST5454,2025-03-03 05:30:00,AL,HT,8250.36,USD,Thomas-Watts
TXN006015,CUST8648,2025-02-14 00:59:37,AO,CN,11815.64,USD,"Richmond, Douglas and Frazier"
TXN006016,CUST4858,2025-05-12 03:51:58,SD,LV,7457.62,USD,Anderson-Vance
TXN006017,CUST5368,2025-06-01 19:00:28,RW,MU,186.32,USD,"White, Knapp and Mendoza"
TXN006018,CUST3844,2025-02-07 13:48:49,IR,CL,6502.46,USD,Ware LLC
TXN006019,CUST4199,2025-05-28 21:33:45,GT,CU,18340.54,USD,Hall Ltd
TXN006020,CUST5451,2025-01-23 04:23:25,ME,MD,14721.39,USD,"Montgomery, Kemp and Lambert"
TXN006021,CUST3928,2025-09-02 17:26:24,BA,CZ,4961.86,USD,Peterson-Walker
TXN006022,CUST3384,2025-06-23 15:21:28,KN,SY,6217.62,USD,Patel-Burgess
TXN006023,CUST2448,2025-05-17 20:06:03,TR,GE,3128.34,USD,"Johnson, Stafford and Smith"
TXN006024,CUST5316,2025-05-10 22:26:23,AO,FI,4145.58,USD,"Good, Hartman and Melton"
TXN006025,CUST7943,2025-04-01 09:37:51,DM,US,9334.3,USD,"Brooks, Hall and Clark"
TXN006026,CUST1976,2025-01-20 17:15:44,HU,ES,8225.36,USD,Gutierrez PLC
TXN006027,CUST8474,2025-03-11 09:40:49,CA,MZ,12517.75,USD,King-Davis
TXN006028,CUST7684,2025-03-17 19:34:18,JO,RW,16686.47,USD,Walls-Estrada
TXN006029,CUST7695,2025-03-29 22:06:55,DK,DM,19608.43,USD,Garcia-Graham
TXN006030,CUST3254,2025-05-05 11:54:56,UY,FM,10865.04,USD,Torres-Mathews
TXN006031,CUST9596,2025-08-26 23:37:28,BF,FJ,4154.15,USD,"Moore, Miller and Howe"
TXN006032,CUST7357,2025-08-23 10:43:30,DJ,GB,2198.7,USD,Dyer Ltd
TXN006033,CUST6087,2025-06-03 11:31:52,LC,SC,11392.62,USD,Gonzalez LLC
TXN006034,CUST7166,2025-05-06 17:35:31,YE,TV,2357.44,USD,"Moss, Carpenter and Giles"
TXN006035,CUST5368,2025-06-22 16:47:14,GM,KN,3599.64,USD,David-Warren
TXN006036,CUST1824,2025-07-27 00:17:44,SO,AG,9073.12,USD,Ross-Green
TXN006037,CUST7600,2025-01-03 14:35:53,VA,FR,10422.59,USD,Gross LLC
TXN006038,CUST4601,2025-03-09 21:29:40,LU,DM,13425.75,USD,Mendoza-Weiss
TXN006039,CUST5203,2025-02-09 11:24:23,GE,SO,9206.89,USD,Fischer Group
TXN006040,CUST5710,2025-05-24 07:21:48,PA,MW,15623.25,USD,Lowe-Robinson
TXN006041,CUST7533,2025-02-18 13:02:34,RU,HR,17441.65,USD,Nguyen-Russell
TXN006042,CUST2570,2025-04-26 16:07:15,BW,KW,17225.39,USD,"Figueroa, Hayes and Williams"
TXN006043,CUST6664,2025-07-06 02:29:19,AM,FI,15742.8,USD,Wilson-Andrews
TXN006044,CUST9082,2025-08-12 22:22:25,EE,NP,10246.61,USD,Soto LLC
TXN006045,CUST8744,2025-07-19 03:26:04,CU,NZ,4867.21,USD,Robinson PLC
TXN006046,CUST6234,2025-04-02 15:56:48,NA,FR,9645.15,USD,Gomez Group
TXN006047,CUST7927,2025-03-06 09:07:51,TZ,BW,5290.12,USD,"Bennett, Allen and Pena"
TXN006048,CUST3969,2025-08-01 21:08:31,TN,LB,12136.88,USD,Hoffman Group
TXN006049,CUST5083,2025-09-12 09:55:32,FJ,LA,1092.45,USD,"Figueroa, Hill and Bailey"
TXN006050,CUST2399,2025-05-26 09:56:45,VU,GM,13240.58,USD,Williams PLC
TXN006051,CUST9479,2025-04-24 08:53:16,UZ,CU,184.3,USD,Hansen PLC
TXN006052,CUST9187,2025-05-03 22:34:48,VU,NR,10263.35,USD,Rivera Group
TXN006053,CUST5493,2025-02-24 10:45:15,SR,MM,805.12,USD,Thompson-Lynch
TXN006054,CUST7015,2025-03-12 19:12:00,IN,LT,17531.06,USD,Medina-Nguyen
TXN006055,CUST4511,2025-04-21 07:53:26,AZ,VA,9173.51,USD,"Stone, Jackson and Perkins"
TXN006056,CUST7964,2025-07-09 12:00:48,AM,TD,1090.16,USD,"Hernandez, Edwards and Velez"
TXN006057,CUST7351,2025-08-22 16:41:31,YE,WS,16840.79,USD,Terry-Nguyen
TXN006058,CUST9323,2025-08-19 18:48:47,HU,MZ,13836.2,USD,Irwin-Harris
TXN006059,CUST7590,2025-08-05 19:44:35,IL,YE,16662.07,USD,Anderson PLC
TXN006060,CUST1296,2025-07-28 04:25:19,MD,MH,2830.26,USD,"Ortiz, Harris and Charles"
TXN006061,CUST4116,2025-02-13 15:26:58,CM,CO,6253.98,USD,"Foster, Frey and Cardenas"
TXN006062,CUST9197,2025-03-24 02:26:28,VA,GT,10313.4,USD,Robertson LLC
TXN006063,CUST9735,2025-05-20 11:05:15,DE,PK,12368.17,USD,Clark and Sons
TXN006064,CUST2122,2025-04-12 07:45:33,MN,DK,19178.16,USD,Evans-Fox
TXN006065,CUST7966,2025-04-03 02:13:42,BI,GM,946.64,USD,"Patrick, Hammond and Wells"
TXN006066,CUST2655,2025-08-09 21:43:36,AD,PY,16260.2,USD,"Marsh, Francis and Johnson"
TXN006067,CUST1658,2025-02-25 01:27:36,LI,MM,7266.34,USD,Garrison-Castillo
TXN006068,CUST3275,2025-08-29 20:13:52,ZW,OM,15836.49,USD,"Moore, Ryan and Brown"
TXN006069,CUST2132,2025-07-03 08:28:11,MC,CN,19685.4,USD,Powell-Morse
TXN006070,CUST9197,2025-04-03 00:23:20,LY,SR,18251.11,USD,Mendez-Fuller
TXN006071,CUST1663,2025-06-15 00:45:05,TT,TR,19416.79,USD,Meza Inc
TXN006072,CUST1188,2025-06-28 06:20:53,KM,GH,12496.09,USD,"Abbott, Cook and Sanchez"
TXN006073,CUST7231,2025-07-02 06:32:40,PS,TJ,7049.51,USD,Perez PLC
TXN006074,CUST4426,2025-02-23 15:46:54,ES,NL,11577.72,USD,White-Baker
TXN006075,CUST6655,2025-02-02 06:44:59,ET,AU,449.73,USD,Tran-Oliver
TXN006076,CUST5226,2025-02-04 23:25:46,EE,SL,18021.5,USD,Hernandez PLC
TXN006077,CUST8935,2025-08-14 20:38:56,NI,GE,19406.55,USD,Garcia-Kelly
TXN006078,CUST6596,2025-04-05 01:11:20,VU,CH,3923.88,USD,"Hernandez, Tanner and May"
TXN006079,CUST5986,2025-08-20 17:01:46,PW,PW,7674.8,USD,Vazquez-Henderson
TXN006080,CUST4116,2025-06-27 03:33:28,BN,SC,5822.99,USD,"Barnes, Richards and Nichols"
TXN006081,CUST4411,2025-03-13 23:20:21,MD,BW,5462.43,USD,Sanchez Ltd
TXN006082,CUST7357,2025-07-16 12:14:36,KN,GW,14564.69,USD,Lambert-Garcia
TXN006083,CUST2471,2025-09-10 13:56:27,BH,EE,4406.51,USD,Burke Inc
TXN006084,CUST4986,2025-05-16 16:22:13,WS,TH,7544.8,USD,Anthony Inc
