transaction_id,customer_id,timestamp,origin_country,destination_country,amount,currency,merchant
TXN002001,CUST1338,2025-06-01 01:56:36,TH,SK,1724.73,USD,Wright LLC
TXN002002,CUST8583,2025-08-14 14:19:15,MH,NE,19625.6,USD,Hines-Hernandez
TXN002003,CUST6215,2025-04-04 16:59:41,BA,ER,10765.81,USD,Oconnor Ltd
TXN002004,CUST5902,2025-08-10 03:54:00,CY,DM,3989.61,USD,Davis-Cooper
TXN002005,CUST4511,2025-01-17 11:33:57,UG,GB,10115.32,USD,Hernandez and Sons
TXN002006,CUST1537,2025-01-03 12:35:20,ZM,GN,4042.19,USD,Jones-Jefferson
TXN002007,CUST5941,2025-09-09 10:58:57,SL,MH,14508.84,USD,"Doyle, Robinson and Bryant"
TXN002008,CUST4396,2025-08-02 12:23:06,AM,IL,13412.74,USD,"Jenkins, Brooks and Sheppard"
TXN002009,CUST6442,2025-01-27 12:48:17,PW,GT,13406.12,USD,Cooley PLC
TXN002010,CUST1190,2025-05-20 04:02:30,BD,KE,12147.15,USD,"Best, Macdonald and Alexander"
TXN002011,CUST8744,2025-09-02 16:22:41,TH,VU,2950.13,USD,Delacruz-Hopkins
TXN002012,CUST1874,2025-01-16 09:18:34,CZ,KW,18128.54,USD,Petty-Williams
TXN002013,CUST5575,2025-05-01 19:21:22,JM,NG,3123.74,USD,"Ramirez, Christian and Gay"
TXN002014,CUST6817,2025-04-05 01:12:42,SY,KG,19354.24,USD,"Barry, Clark and Watson"
TXN002015,CUST6411,2025-04-27 05:12:31,CU,SY,2551.18,USD,"Gonzales, Lester and Alexander"
TXN002016,CUST5911,2025-01-25 14:38:10,SB,IN,16064.09,USD,"Robinson, Ellis and Taylor"
TXN002017,CUST8887,2025-07-06 15:24:01,BN,PG,12528.43,USD,Fox Group
TXN002018,CUST7358,2025-04-01 00:21:24,BT,DE,10990.03,USD,Collins-Goodman
TXN002019,CUST3254,2025-03-14 13:15:51,SE,MZ,8038.32,USD,"Rios, Carney and Clark"
TXN002020,CUST2227,2025-08-31 16:08:53,CV,MN,7526.43,USD,Young Inc
TXN002021,CUST5204,2025-04-19 13:01:26,IE,KR,674.42,USD,"Martinez, Davis and Hernandez"
TXN002022,CUST4448,2025-02-15 05:14:57,FJ,YE,10531.01,USD,Lopez-Wagner
TXN002023,CUST2781,2025-01-01 11:42:07,MU,PA,15108.48,USD,"Lynch, Schultz and Singh"
TXN002024,CUST1361,2025-08-11 14:23:02,PS,LI,12918.25,USD,Martinez Ltd
TXN002025,CUST5016,2025-05-31 10:53:22,MM,BO,16251.9,USD,"Jackson, Sanders and Lewis"
TXN002026,CUST3278,2025-04-25 07:33:30,KI,PT,8411.62,USD,Brooks Group
TXN002027,CUST3225,2025-04-29 21:21:27,FJ,PE,16151.48,USD,Cooper LLC
TXN002028,CUST3152,2025-07-30 20:19:16,TD,NO,2989.74,USD,Mccullough-Saunders
TXN002029,CUST4304,2025-04-26 04:12:39,MV,SR,10143.41,USD,"Harrison, Hudson and Mcintosh"
TXN002030,CUST7162,2025-06-19 10:49:01,LI,SD,12186.38,USD,"Gentry, Carter and Lambert"
TXN002031,CUST3147,2025-08-26 01:16:36,BT,PE,11781.05,USD,Olson-Williams
TXN002032,CUST4916,2025-03-20 02:05:51,NR,SI,19448.23,USD,Nguyen-Hutchinson
TXN002033,CUST2944,2025-02-22 23:03:37,CG,GH,7269.33,USD,"Patrick, Stewart and Hill"
TXN002034,CUST1485,2025-02-11 08:21:26,LC,GE,16986.48,USD,"Adams, Miller and Lowery"
TXN002035,CUST1165,2025-07-15 08:31:31,VA,RS,12193.2,USD,Gross-Moore
TXN002036,CUST2602,2025-07-19 20:08:50,NO,NI,2798.92,USD,Elliott-Ruiz
TXN002037,CUST9115,2025-01-17 09:34:19,CO,SC,4019.01,USD,"Anderson, Becker and Neal"
TXN002038,CUST1115,2025-01-30 14:32:16,KE,SG,16083.13,USD,Martinez Inc
TXN002039,CUST6311,2025-09-02 10:56:09,PY,CI,6793.5,USD,"Norton, Moore and Carroll"
TXN002040,CUST4704,2025-06-19 07:10:52,JO,YE,16132.22,USD,Ortiz-Leonard
TXN002041,CUST9287,2025-04-23 11:38:07,GH,KE,15495.56,USD,Stewart Inc
TXN002042,CUST6628,2025-07-28 22:12:10,NL,IE,9380.69,USD,Johnson Ltd
TXN002043,CUST4567,2025-09-08 16:27:08,AD,AG,18835.51,USD,Fisher Ltd
TXN002044,CUST6442,2025-07-18 19:57:59,EG,GN,7493.23,USD,"Gray, Gonzalez and Martinez"
TXN002045,CUST6215,2025-06-24 17:17:50,CL,BY,1177.77,USD,Evans and Sons
TXN002046,CUST1842,2025-02-20 03:15:50,ST,MT,12291.94,USD,"Haynes, Wiley and Miranda"
TXN002047,CUST8248,2025-03-28 03:34:21,MD,IS,15052.3,USD,Butler-Walton
TXN002048,CUST3223,2025-08-16 17:57:35,GD,MW,3134.08,USD,Brady-Parrish
TXN002049,CUST8570,2025-05-11 03:15:15,DJ,BR,15278.35,USD,"Johnson, Thompson and Myers"
TXN002050,CUST5288,2025-02-10 23:35:25,AD,KM,16966.13,USD,Brady-Lee
TXN002051,CUST5690,2025-02-20 13:02:13,GB,CA,2344.37,USD,Walls-Johnson
TXN002052,CUST4280,2025-09-05 10:56:20,WS,IE,18687.39,USD,Alexander Group
TXN002053,CUST6817,2025-04-05 12:02:45,WS,HT,10632.48,USD,Ponce-Rush
TXN002054,CUST7895,2025-08-01 20:09:27,BD,GR,19642.22,USD,"Lee, Hernandez and Osborn"
TXN002055,CUST1682,2025-04-21 04:27:04,SD,PH,1061.93,USD,Williams Inc
TXN002056,CUST6339,2025-02-05 00:20:10,CG,ML,7103.15,USD,Bradley Group
TXN002057,CUST3647,2025-02-13 16:54:11,NE,ML,13056.19,USD,"Harris, Mccoy and Rubio"
TXN002058,CUST8651,2025-06-06 19:50:59,DZ,RO,16733.93,USD,"Stark, Ruiz and White"
TXN002059,CUST1896,2025-07-17 04:10:16,CO,CZ,2183.84,USD,Weiss and Sons
TXN002060,CUST9191,2025-05-15 07:45:14,CY,TG,7544.53,USD,Larsen-Moody
TXN002061,CUST1541,2025-06-11 17:52:34,ZM,MG,802.77,USD,Brown Inc
TXN002062,CUST9187,2025-04-25 17:25:53,ZM,QA,9984.51,USD,Grant Group
TXN002063,CUST7695,2025-07-26 02:58:53,SZ,HU,3254.32,USD,"Davis, Martinez and Walker"
TXN002064,CUST4567,2025-05-10 05:49:56,BT,DK,13388.63,USD,Duncan-Miller
TXN002065,CUST5368,2025-02-12 20:11:54,AZ,TN,590.69,USD,King Ltd
TXN002066,CUST2885,2025-03-19 20:51:29,GR,DZ,18449.79,USD,Lee-Castillo
TXN002067,CUST6655,2025-02-28 03:59:53,PA,DK,15963.15,USD,Yu Group
TXN002068,CUST4264,2025-03-11 22:34:18,HU,OM,15044.58,USD,Wong and Sons
TXN002069,CUST5902,2025-05-12 01:02:40,ME,PS,3369.53,USD,Obrien and Sons
TXN002070,CUST2935,2025-09-07 22:39:25,TN,NI,4642.61,USD,"Green, Wilkerson and Sanchez"
TXN002071,CUST8719,2025-03-21 10:33:51,MU,SY,16421.91,USD,"Schultz, Fry and Thompson"
TXN002072,CUST8732,2025-01-14 10:43:13,GY,FI,11976.93,USD,Dudley-Brown
TXN002073,CUST4458,2025-01-12 11:28:52,VA,UZ,12931.53,USD,Davis-Bryant
TXN002074,CUST4548,2025-06-20 11:29:33,VN,PA,10852.24,USD,Mendez-Finley
